도로등급, 도로명, 지점ID, 년도, 월, 일, 요일, 방향, 1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종, 합계  
일반국도,국도 48호선,4803-002,2016,01,22,금,하행,33551,1178,8347,2248,347,555,97,7,0,45,0,3,46378
일반국도,국도 48호선,4803-002,2016,01,23,토,상행,34350,1207,5205,1209,228,268,24,7,1,18,0,8,42525
일반국도,국도 48호선,4803-002,2016,01,23,토,하행,32103,917,6289,1384,224,438,54,5,0,13,0,3,41430
일반국도,국도 48호선,4803-002,2016,01,24,일,상행,27484,1026,2699,649,67,56,8,1,0,2,0,1,31993
일반국도,국도 48호선,4803-002,2016,01,24,일,하행,25240,753,3649,795,36,51,7,3,0,1,0,0,30535
일반국도,국도 48호선,4803-002,2016,01,25,월,상행,32981,1516,6701,1855,395,266,37,12,2,25,0,16,43806
일반국도,국도 48호선,4803-002,2016,01,25,월,하행,31391,1116,7701,2122,294,414,95,10,0,30,0,13,43186
일반국도,국도 48호선,4803-002,2016,01,26,화,상행,32443,1543,6475,1918,382,296,40,17,2,26,0,3,43145
일반국도,국도 48호선,4803-002,2016,01,26,화,하행,31280,1137,7603,2079,388,321,112,12,0,38,0,8,42978
일반국도,국도 48호선,4803-002,2016,01,27,수,상행,34965,1589,6780,1957,383,320,31,22,1,16,0,4,46068
일반국도,국도 48호선,4803-002,2016,01,27,수,하행,33874,1223,7987,2144,358,344,147,5,1,51,0,13,46147
일반국도,국도 48호선,4803-002,2016,01,28,목,상행,34139,1555,7072,2015,386,267,37,25,3,26,0,8,45533
일반국도,국도 48호선,4803-002,2016,01,28,목,하행,33529,1241,7957,2146,382,390,125,11,0,63,0,12,45856
일반국도,국도 48호선,4803-002,2016,01,29,금,상행,35888,1595,7012,2020,421,359,43,21,0,28,0,5,47392
일반국도,국도 48호선,4803-002,2016,01,29,금,하행,34416,1301,8074,2251,414,462,107,5,0,52,0,11,47093
일반국도,국도 48호선,4803-002,2016,01,30,토,상행,36302,1417,5659,1301,227,309,19,16,1,8,0,2,45261
일반국도,국도 48호선,4803-002,2016,01,30,토,하행,32935,1088,5812,1294,205,337,86,3,0,42,0,10,41812
일반국도,국도 48호선,4803-002,2016,01,31,일,상행,31984,1137,3226,677,92,177,5,2,0,4,0,4,37308
일반국도,국도 48호선,4803-002,2016,01,31,일,하행,29094,914,3909,765,75,163,13,2,0,3,0,2,34940
일반국도,국도 48호선,4803-002,2016,02,01,월,상행,34210,1544,7188,2146,387,302,44,15,1,20,0,14,45871
일반국도,국도 48호선,4803-002,2016,02,01,월,하행,33015,1155,8087,2168,378,345,108,9,0,49,0,19,45333
일반국도,국도 48호선,4803-002,2016,02,02,화,상행,34567,1528,7384,2156,357,296,43,22,2,20,0,9,46384
일반국도,국도 48호선,4803-002,2016,02,02,화,하행,33911,1216,8249,2245,382,322,131,5,1,60,0,8,46530
일반국도,국도 48호선,4803-002,2016,02,03,수,상행,35692,1532,6935,2094,410,254,42,26,3,21,0,18,47027
일반국도,국도 48호선,4803-002,2016,02,03,수,하행,34604,1156,8262,2308,386,267,120,10,0,73,0,6,47192
일반국도,국도 48호선,4803-002,2016,02,04,목,상행,36590,1548,6848,1919,435,230,45,21,1,27,0,3,47667
일반국도,국도 48호선,4803-002,2016,02,04,목,하행,35513,1265,8131,2045,390,223,117,12,0,63,0,9,47768
일반국도,국도 48호선,4803-002,2016,02,05,금,상행,37612,1532,6577,1783,309,233,32,18,1,20,0,6,48123
일반국도,국도 48호선,4803-002,2016,02,05,금,하행,35567,1266,7838,1916,306,223,85,11,0,50,0,3,47265
일반국도,국도 48호선,4803-002,2016,02,06,토,상행,34467,1077,4316,905,94,74,8,7,1,6,0,3,40958
일반국도,국도 48호선,4803-002,2016,02,06,토,하행,30631,998,4872,1011,105,71,33,5,0,16,0,6,37748
일반국도,국도 48호선,4803-002,2016,02,07,일,상행,31310,940,2563,500,19,6,2,1,0,0,0,0,35341
일반국도,국도 48호선,4803-002,2016,02,07,일,하행,28352,765,3308,579,27,15,1,3,0,0,0,0,33050
일반국도,국도 48호선,4803-002,2016,02,08,월,상행,39489,972,3022,432,22,21,0,3,0,0,0,0,43961
일반국도,국도 48호선,4803-002,2016,02,08,월,하행,34537,803,3295,336,17,17,0,1,0,0,0,0,39006
일반국도,국도 48호선,4803-002,2016,02,09,화,상행,32823,992,2311,437,20,22,2,1,0,1,0,0,36609
일반국도,국도 48호선,4803-002,2016,02,09,화,하행,30432,878,2950,496,22,17,1,3,0,0,0,0,34799
일반국도,국도 48호선,4803-002,2016,02,10,수,상행,30899,1104,2692,668,60,27,8,4,0,1,0,1,35464
일반국도,국도 48호선,4803-002,2016,02,10,수,하행,29023,937,3230,650,75,40,3,5,0,1,0,0,33964
일반국도,국도 48호선,4803-002,2016,02,11,목,상행,33803,1633,5830,1682,368,238,38,12,0,15,0,9,43628
일반국도,국도 48호선,4803-002,2016,02,11,목,하행,32701,1318,6624,1782,338,268,70,17,0,20,0,4,43142
일반국도,국도 48호선,4803-002,2016,02,12,금,상행,34386,1641,5415,1534,271,141,31,12,1,18,0,2,43452
일반국도,국도 48호선,4803-002,2016,02,12,금,하행,33066,1212,6588,1823,348,173,64,11,0,39,0,3,43327
일반국도,국도 48호선,4803-002,2016,02,13,토,상행,33459,1301,4281,1023,173,146,12,20,0,13,0,6,40434
일반국도,국도 48호선,4803-002,2016,02,13,토,하행,31513,1061,4886,1051,263,198,34,7,0,20,0,7,39040
일반국도,국도 48호선,4803-002,2016,02,14,일,상행,29371,1166,2965,614,70,93,7,1,0,4,0,2,34293
일반국도,국도 48호선,4803-002,2016,02,14,일,하행,27283,892,3602,670,66,120,5,3,0,7,0,4,32652
일반국도,국도 48호선,4803-002,2016,02,15,월,상행,33978,1570,6960,1991,398,243,42,21,0,22,0,19,45244
일반국도,국도 48호선,4803-002,2016,02,15,월,하행,33118,940,8040,2155,395,267,119,12,0,30,0,20,45096
일반국도,국도 48호선,4803-002,2016,02,16,화,상행,32907,1516,6650,2032,416,230,54,21,0,27,0,23,43876
일반국도,국도 48호선,4803-002,2016,02,16,화,하행,32558,991,7563,2063,365,252,135,12,0,31,0,5,43975
일반국도,국도 48호선,4803-002,2016,02,17,수,상행,35731,1654,6784,1897,374,237,42,15,0,28,0,17,46779
일반국도,국도 48호선,4803-002,2016,02,17,수,하행,34782,1013,7916,2053,405,249,121,16,0,40,0,10,46605
일반국도,국도 48호선,4803-002,2016,02,18,목,상행,35415,1588,6431,1952,393,243,41,11,0,18,0,20,46112
일반국도,국도 48호선,4803-002,2016,02,18,목,하행,34937,1015,7654,2069,391,220,94,9,0,39,0,8,46436
일반국도,국도 48호선,4803-002,2016,02,19,금,상행,36294,1657,6764,1961,401,339,47,20,0,23,0,20,47526
일반국도,국도 48호선,4803-002,2016,02,19,금,하행,35441,1026,7632,2144,350,344,112,3,0,60,0,6,47118
일반국도,국도 48호선,4803-002,2016,02,20,토,상행,37116,1368,5050,1201,201,289,33,10,0,14,0,7,45289
일반국도,국도 48호선,4803-002,2016,02,20,토,하행,34906,854,5758,1282,249,223,74,3,0,37,0,5,43391
일반국도,국도 48호선,4803-002,2016,02,21,일,상행,32463,1194,3140,670,78,105,4,2,0,1,0,3,37660
일반국도,국도 48호선,4803-002,2016,02,21,일,하행,29942,1019,3634,691,67,98,15,2,0,2,0,0,35470
일반국도,국도 48호선,4803-002,2016,02,22,월,상행,34281,1610,6773,1879,401,289,41,12,2,28,0,20,45336
일반국도,국도 48호선,4803-002,2016,02,22,월,하행,32953,1201,7721,2064,389,354,99,11,0,44,0,13,44849
일반국도,국도 48호선,4803-002,2016,02,23,화,상행,33287,1670,6890,1947,420,297,42,21,2,25,0,10,44611
일반국도,국도 48호선,4803-002,2016,02,23,화,하행,32792,1205,7804,2105,442,328,125,11,0,53,0,11,44876
일반국도,국도 48호선,4803-002,2016,02,24,수,상행,35169,1617,6669,1940,410,307,45,23,1,20,1,13,46215
일반국도,국도 48호선,4803-002,2016,02,24,수,하행,33903,1272,8005,2178,386,318,139,9,1,54,0,14,46279
일반국도,국도 48호선,4803-002,2016,02,25,목,상행,34523,1607,6954,2015,416,313,43,24,3,31,0,13,45942
일반국도,국도 48호선,4803-002,2016,02,25,목,하행,33844,1202,8049,2147,429,381,133,12,0,62,0,14,46273
일반국도,국도 48호선,4803-002,2016,02,26,금,상행,36179,1600,6904,1995,420,373,47,25,1,24,0,12,47580
일반국도,국도 48호선,4803-002,2016,02,26,금,하행,34890,1244,8002,2223,450,392,118,7,0,56,0,9,47391
일반국도,국도 48호선,4803-002,2016,02,27,토,상행,37124,1394,5360,1283,254,323,25,18,1,13,0,5,45800
일반국도,국도 48호선,4803-002,2016,02,27,토,하행,34167,1077,5916,1271,270,292,89,4,0,48,0,10,43144
일반국도,국도 48호선,4803-002,2016,02,28,일,상행,32511,1155,3117,673,78,165,7,2,0,4,0,5,37717
일반국도,국도 48호선,4803-002,2016,02,28,일,하행,29727,994,3796,711,102,128,19,4,0,6,0,2,35489
일반국도,국도 48호선,4803-002,2016,02,29,월,상행,34974,1611,7005,2044,464,317,44,20,1,16,0,22,46518
일반국도,국도 48호선,4803-002,2016,02,29,월,하행,33936,1232,7954,2151,473,323,123,10,0,56,0,12,46270
일반국도,국도 48호선,4803-002,2016,03,01,화,상행,34697,1765,7275,2020,479,316,50,23,1,29,0,25,46680
일반국도,국도 48호선,4803-002,2016,03,01,화,하행,34563,1092,7839,2148,504,326,150,14,0,77,0,13,46726
일반국도,국도 48호선,4803-002,2016,03,02,수,상행,35224,1690,6813,1952,498,318,55,25,1,25,1,28,46630
일반국도,국도 48호선,4803-002,2016,03,02,수,하행,34658,1101,7807,2162,477,321,137,11,0,64,0,14,46752
일반국도,국도 48호선,4803-002,2016,03,03,목,상행,35054,1695,6504,2005,458,306,46,26,0,24,0,12,46130
일반국도,국도 48호선,4803-002,2016,03,03,목,하행,34313,1141,7661,2048,490,293,132,12,0,71,0,19,46180
일반국도,국도 48호선,4803-002,2016,03,04,금,상행,36472,1806,6872,1950,502,370,54,27,0,38,0,17,48108
일반국도,국도 48호선,4803-002,2016,03,04,금,하행,36152,1166,7457,1990,556,381,144,14,0,77,0,17,47954
일반국도,국도 48호선,4803-002,2016,03,05,토,상행,33659,1339,4377,963,165,119,13,13,0,10,0,2,40660
일반국도,국도 48호선,4803-002,2016,03,05,토,하행,32714,849,4832,1011,318,152,44,3,0,42,0,7,39972
일반국도,국도 48호선,4803-002,2016,03,06,일,상행,32908,1256,2793,625,54,85,6,1,0,5,0,6,37739
일반국도,국도 48호선,4803-002,2016,03,06,일,하행,30554,747,3351,602,151,109,9,3,0,6,0,2,35534
일반국도,국도 48호선,4803-002,2016,03,07,월,상행,35577,1703,6845,1903,406,312,44,12,2,30,0,24,46858
일반국도,국도 48호선,4803-002,2016,03,07,월,하행,34713,1080,7741,2007,483,293,103,12,0,57,0,13,46502
일반국도,국도 48호선,4803-002,2016,03,08,화,상행,34127,1796,7304,1975,458,298,44,24,1,24,0,17,46068
일반국도,국도 48호선,4803-002,2016,03,08,화,하행,34495,1076,8004,2130,496,334,137,10,0,67,0,14,46763
일반국도,국도 48호선,4803-002,2016,03,09,수,상행,35369,1645,6557,1920,437,293,59,23,0,23,1,22,46349
일반국도,국도 48호선,4803-002,2016,03,09,수,하행,34130,1119,8021,2212,414,291,130,13,0,57,0,14,46401
일반국도,국도 48호선,4803-002,2016,03,10,목,상행,34904,1659,6835,2012,445,358,49,22,2,35,0,18,46339
일반국도,국도 48호선,4803-002,2016,03,10,목,하행,34231,1084,8140,2147,475,372,140,12,0,60,0,16,46677
일반국도,국도 48호선,4803-002,2016,03,11,금,상행,36463,1604,6795,1969,419,387,51,29,2,20,0,18,47757
일반국도,국도 48호선,4803-002,2016,03,11,금,하행,35472,1071,7929,2194,485,321,129,9,0,60,0,7,47677
일반국도,국도 48호선,4803-002,2016,03,12,토,상행,37941,1371,5060,1265,281,336,30,19,1,17,0,8,46329
일반국도,국도 48호선,4803-002,2016,03,12,토,하행,35548,911,6017,1247,335,247,91,4,0,54,0,10,44464
일반국도,국도 48호선,4803-002,2016,03,13,일,상행,33028,1172,3005,670,63,152,9,2,0,3,0,6,38110
일반국도,국도 48호선,4803-002,2016,03,13,일,하행,30639,786,3681,657,129,92,24,5,0,9,0,2,36024
일반국도,국도 48호선,4803-002,2016,03,14,월,상행,35730,1678,6820,1942,540,332,43,25,0,12,0,29,47151
일반국도,국도 48호선,4803-002,2016,03,14,월,하행,35092,1066,7821,2133,568,301,137,10,0,62,0,5,47195
일반국도,국도 48호선,4803-002,2016,03,15,화,상행,35263,1734,7246,2064,500,334,55,22,1,33,0,33,47285
일반국도,국도 48호선,4803-002,2016,03,15,화,하행,34606,1125,7671,2166,512,318,162,18,0,86,0,11,46675
일반국도,국도 48호선,4803-002,2016,03,16,수,상행,35075,1733,7068,1982,559,342,51,26,1,26,0,33,46896
일반국도,국도 48호선,4803-002,2016,03,16,수,하행,35123,1140,7591,2110,540,351,144,8,0,71,0,13,47091
일반국도,국도 48호선,4803-002,2016,03,17,목,상행,34534,1860,7759,2027,468,311,40,24,0,24,0,27,47074
일반국도,국도 48호선,4803-002,2016,03,17,목,하행,35405,1157,7732,2107,562,305,150,11,0,65,0,12,47506
일반국도,국도 48호선,4803-002,2016,03,18,금,상행,37696,1707,6607,1830,550,321,44,29,0,29,0,28,48841
일반국도,국도 48호선,4803-002,2016,03,18,금,하행,36593,1116,7687,2087,537,271,134,21,0,78,0,11,48535
일반국도,국도 48호선,4803-002,2016,03,19,토,상행,38365,1576,5656,1204,384,277,34,15,0,19,0,13,47543
일반국도,국도 48호선,4803-002,2016,03,19,토,하행,37164,945,5438,1195,410,223,101,7,0,67,0,9,45559
일반국도,국도 48호선,4803-002,2016,03,20,일,상행,34968,1191,2978,660,121,184,5,4,0,11,0,8,40130
일반국도,국도 48호선,4803-002,2016,03,20,일,하행,32589,790,3508,675,180,182,16,5,0,4,0,2,37951
일반국도,국도 48호선,4803-002,2016,03,21,월,상행,35828,1682,6763,1884,575,355,39,28,0,34,1,37,47226
일반국도,국도 48호선,4803-002,2016,03,21,월,하행,35251,1122,7560,2081,509,360,142,12,0,86,0,16,47139
일반국도,국도 48호선,4803-002,2016,03,22,화,상행,35735,1661,7161,2008,577,404,45,27,0,32,0,36,47686
일반국도,국도 48호선,4803-002,2016,03,22,화,하행,35359,1134,7838,2128,585,335,183,12,0,90,0,17,47681
일반국도,국도 48호선,4803-002,2016,03,23,수,상행,35877,1720,6550,1940,549,404,39,25,0,19,0,36,47159
일반국도,국도 48호선,4803-002,2016,03,23,수,하행,35097,1125,7502,2141,520,341,140,8,0,90,0,12,46976
일반국도,국도 48호선,4803-002,2016,03,24,목,상행,35834,1674,6673,1928,559,363,50,25,0,37,0,31,47174
일반국도,국도 48호선,4803-002,2016,03,24,목,하행,35377,1112,7675,2127,536,296,154,18,0,92,1,9,47397
일반국도,국도 48호선,4803-002,2016,03,25,금,상행,37276,1688,6895,1976,548,336,61,24,0,25,0,29,48858
일반국도,국도 48호선,4803-002,2016,03,25,금,하행,36488,1107,7860,2163,623,366,159,8,0,80,0,7,48861
일반국도,국도 48호선,4803-002,2016,03,26,토,상행,38791,1354,5184,1176,341,285,29,34,0,19,0,20,47233
일반국도,국도 48호선,4803-002,2016,03,26,토,하행,36546,911,5842,1273,387,290,118,8,0,65,0,10,45450
일반국도,국도 48호선,4803-002,2016,03,27,일,상행,36462,1180,3398,719,170,230,6,3,0,4,0,7,42179
일반국도,국도 48호선,4803-002,2016,03,27,일,하행,34532,775,4014,693,190,259,38,5,0,9,0,7,40522
일반국도,국도 48호선,4803-002,2016,03,28,월,상행,36040,1628,6630,1923,550,330,54,34,0,34,0,24,47247
일반국도,국도 48호선,4803-002,2016,03,28,월,하행,35162,1043,7558,2037,552,303,146,12,0,83,0,9,46905
일반국도,국도 48호선,4803-002,2016,03,29,화,상행,35546,1657,6452,1903,569,429,51,26,0,19,0,33,46685
일반국도,국도 48호선,4803-002,2016,03,29,화,하행,35551,1072,7527,2057,644,399,160,7,0,79,0,18,47514
일반국도,국도 48호선,4803-002,2016,03,30,수,상행,36358,1621,6391,1868,604,406,52,32,1,27,0,23,47383
일반국도,국도 48호선,4803-002,2016,03,30,수,하행,35661,1019,7302,2041,645,383,163,11,0,100,0,24,47349
일반국도,국도 48호선,4803-002,2016,03,31,목,상행,35773,1704,6691,1907,575,492,59,22,1,21,0,44,47289
일반국도,국도 48호선,4803-002,2016,03,31,목,하행,35559,1097,7555,2057,650,402,139,22,0,71,0,20,47572
일반국도,국도 48호선,4803-002,2016,04,01,금,상행,37702,1628,6715,1897,625,423,50,29,1,28,0,46,49144
일반국도,국도 48호선,4803-002,2016,04,01,금,하행,37073,955,7590,2066,737,364,154,13,0,68,0,7,49027
일반국도,국도 48호선,4803-002,2016,04,02,토,상행,40160,1327,4966,1088,440,412,21,15,1,12,0,18,48460
일반국도,국도 48호선,4803-002,2016,04,02,토,하행,38151,885,5675,1177,505,382,111,8,0,50,0,12,46956
일반국도,국도 48호선,4803-002,2016,04,03,일,상행,34448,1106,3102,622,152,145,9,4,1,6,0,1,39596
일반국도,국도 48호선,4803-002,2016,04,03,일,하행,32299,634,3611,616,345,149,42,3,0,6,0,4,37709
일반국도,국도 48호선,4803-002,2016,04,04,월,상행,36454,1648,6687,1756,637,309,52,16,0,20,0,34,47613
일반국도,국도 48호선,4803-002,2016,04,04,월,하행,35531,1079,7570,1953,634,300,128,20,0,62,0,13,47290
일반국도,국도 48호선,4803-002,2016,04,05,화,상행,36387,1583,6591,1843,564,302,68,30,1,33,0,45,47447
일반국도,국도 48호선,4803-002,2016,04,05,화,하행,36298,1125,7582,2067,646,274,136,10,0,79,0,19,48236
일반국도,국도 48호선,4803-002,2016,04,06,수,상행,36480,1616,6617,1810,653,361,58,35,2,30,0,50,47712
일반국도,국도 48호선,4803-002,2016,04,06,수,하행,36305,1121,7506,2068,635,330,161,21,0,91,0,25,48263
일반국도,국도 48호선,4803-002,2016,04,07,목,상행,36832,1660,6486,1807,496,306,62,35,1,35,0,41,47761
일반국도,국도 48호선,4803-002,2016,04,07,목,하행,36566,1142,7389,1927,563,320,112,17,0,82,0,5,48123
일반국도,국도 48호선,4803-002,2016,04,08,금,상행,37316,1657,6756,1876,527,322,57,29,1,30,0,40,48611
일반국도,국도 48호선,4803-002,2016,04,08,금,하행,37127,1111,7604,2032,635,302,130,19,0,64,0,18,49042
일반국도,국도 48호선,4803-002,2016,04,09,토,상행,38084,1416,4936,1200,299,217,41,22,2,17,0,26,46260
일반국도,국도 48호선,4803-002,2016,04,09,토,하행,37519,875,5409,1215,523,208,108,3,0,58,0,19,45937
일반국도,국도 48호선,4803-002,2016,04,10,일,상행,34889,1195,2949,573,170,161,23,6,1,7,0,10,39984
일반국도,국도 48호선,4803-002,2016,04,10,일,하행,33661,797,3313,617,252,187,16,2,0,19,0,4,38868
일반국도,국도 48호선,4803-002,2016,04,11,월,상행,36978,1777,7218,1834,596,448,49,26,0,25,0,43,48994
일반국도,국도 48호선,4803-002,2016,04,11,월,하행,36630,1053,7344,2038,568,333,109,12,0,76,0,16,48179
일반국도,국도 48호선,4803-002,2016,04,12,화,상행,37589,1925,8052,2016,640,485,58,33,1,28,0,40,50867
일반국도,국도 48호선,4803-002,2016,04,12,화,하행,37522,1129,7698,2109,638,442,160,14,0,74,0,12,49798
일반국도,국도 48호선,4803-002,2016,04,13,수,상행,36418,1374,5367,1343,395,259,45,28,1,14,0,21,45265
일반국도,국도 48호선,4803-002,2016,04,13,수,하행,34781,918,5715,1444,476,246,86,8,0,47,0,8,43729
일반국도,국도 48호선,4803-002,2016,04,14,목,상행,36228,1670,7193,1949,616,448,56,37,0,38,0,31,48266
일반국도,국도 48호선,4803-002,2016,04,14,목,하행,35799,1075,7530,2071,641,309,106,21,0,80,0,15,47647
일반국도,국도 48호선,4803-002,2016,04,15,금,상행,37586,1901,7483,1940,606,346,44,34,1,34,1,44,50020
일반국도,국도 48호선,4803-002,2016,04,15,금,하행,37240,1121,7629,2191,666,258,154,25,0,67,0,12,49363
일반국도,국도 48호선,4803-002,2016,04,16,토,상행,38099,1344,4791,1130,346,268,29,26,1,12,0,12,46058
일반국도,국도 48호선,4803-002,2016,04,16,토,하행,36967,853,5473,1175,576,301,103,10,0,59,1,14,45532
일반국도,국도 48호선,4803-002,2016,04,17,일,상행,35095,1249,3213,581,102,92,2,3,0,5,0,7,40349
일반국도,국도 48호선,4803-002,2016,04,17,일,하행,32810,795,3504,578,263,89,17,6,0,7,0,6,38075
일반국도,국도 48호선,4803-002,2016,04,18,월,상행,35989,1843,7138,1845,535,299,49,26,0,28,0,34,47786
일반국도,국도 48호선,4803-002,2016,04,18,월,하행,36000,1089,7590,2023,592,289,115,14,0,70,0,11,47793
일반국도,국도 48호선,4803-002,2016,04,19,화,상행,36179,1761,7017,1886,583,403,55,18,1,27,0,36,47966
일반국도,국도 48호선,4803-002,2016,04,19,화,하행,36136,1122,7530,2185,638,421,121,17,0,66,0,12,48248
일반국도,국도 48호선,4803-002,2016,04,20,수,상행,35868,1640,6744,1868,606,440,54,22,1,33,0,33,47309
일반국도,국도 48호선,4803-002,2016,04,20,수,하행,36616,1137,7735,2102,748,566,118,8,1,72,0,15,49118
일반국도,국도 48호선,4803-002,2016,04,21,목,상행,35283,1688,6283,1717,461,266,42,26,0,30,0,27,45823
일반국도,국도 48호선,4803-002,2016,04,21,목,하행,34679,1003,6910,1839,707,273,104,17,0,65,0,6,45603
일반국도,국도 48호선,4803-002,2016,04,22,금,상행,37155,1716,7211,1931,598,424,52,26,0,45,0,44,49202
일반국도,국도 48호선,4803-002,2016,04,22,금,하행,37179,1053,7748,2028,776,488,138,18,0,81,0,18,49527
일반국도,국도 48호선,4803-002,2016,04,23,토,상행,38970,1345,4901,1144,428,305,34,20,1,20,0,24,47192
일반국도,국도 48호선,4803-002,2016,04,23,토,하행,37124,939,5313,1228,470,370,93,8,0,63,0,10,45618
일반국도,국도 48호선,4803-002,2016,04,24,일,상행,36652,1251,2882,618,153,124,10,4,0,7,0,13,41714
일반국도,국도 48호선,4803-002,2016,04,24,일,하행,33774,852,3201,604,233,179,16,8,0,11,0,1,38879
일반국도,국도 48호선,4803-002,2016,04,25,월,상행,36613,1642,6669,1853,646,364,54,22,0,18,0,38,47919
일반국도,국도 48호선,4803-002,2016,04,25,월,하행,35945,1112,7268,2027,662,363,121,17,0,52,0,13,47580
